                                 充電站   1號(  25,   7)  充電站   2號(  22,  16)  充電站   3號( 421,  18)  充電站   4號( 409,  49)  充電站   5號( 512,  57)  充電站   6號( 462,  58)  充電站   7號( 744,  58)  充電站   8號( 825,  64)  充電站   9號( 494,  70)  充電站  10號( 660,  78)  充電站  11號( 981,  80)  充電站  12號( 626,  87)  充電站  13號( 316, 113)  充電站  14號( 872, 114)  充電站  15號( 221, 118)  充電站  16號( 188, 122)  充電站  17號( 239, 133)  充電站  18號( 287, 146)  充電站  19號( 732, 155)  充電站  20號( 646, 157)  充電站  21號(  84, 159)  充電站  22號( 692, 159)  充電站  23號( 922, 188)  充電站  24號( 107, 212)  充電站  25號( 223, 212)  充電站  26號( 833, 219)  充電站  27號( 152, 223)  充電站  28號(   4, 248)  充電站  29號( 255, 253)  充電站  30號( 281, 255)  充電站  31號( 603, 260)  充電站  32號( 870, 261)  充電站  33號( 118, 264)  充電站  34號( 555, 268)  充電站  35號( 349, 269)  充電站  36號(  51, 271)  充電站  37號( 681, 279)  充電站  38號(  56, 281)  充電站  39號( 714, 281)  充電站  40號( 402, 300)  充電站  41號( 721, 327)  充電站  42號( 954, 367)  充電站  43號( 924, 414)  充電站  44號( 513, 429)  充電站  45號( 552, 429)  充電站  46號( 734, 437)  充電站  47號( 337, 451)  充電站  48號( 140, 456)  充電站  49號(  40, 462)  充電站  50號(  95, 464)  充電站  51號( 150, 471)  充電站  52號( 517, 479)  充電站  53號( 969, 480)  充電站  54號( 163, 501)  充電站  55號( 930, 509)  充電站  56號( 945, 515)  充電站  57號( 711, 533)  充電站  58號( 217, 539)  充電站  59號( 861, 550)  充電站  60號( 436, 555)  充電站  61號( 575, 558)  充電站  62號( 783, 573)  充電站  63號( 520, 585)  充電站  64號( 959, 602)  充電站  65號( 420, 633)  充電站  66號( 470, 635)  充電站  67號( 247, 660)  充電站  68號( 228, 675)  充電站  69號( 593, 690)  充電站  70號( 442, 691)  充電站  71號( 469, 695)  充電站  72號( 975, 697)  充電站  73號( 238, 698)  充電站  74號( 513, 701)  充電站  75號( 845, 712)  充電站  76號( 727, 720)  充電站  77號( 806, 720)  充電站  78號( 494, 722)  充電站  79號( 388, 741)  充電站  80號( 220, 752)  充電站  81號(  67, 765)  充電站  82號( 334, 779)  充電站  83號( 174, 787)  充電站  84號( 795, 793)  充電站  85號(  19, 820)  充電站  86號( 631, 852)  充電站  87號( 871, 859)  充電站  88號( 284, 872)  充電站  89號( 490, 879)  充電站  90號( 290, 884)  充電站  91號( 559, 888)  充電站  92號( 746, 904)  充電站  93號( 849, 925)  充電站  94號( 892, 927)  充電站  95號( 844, 928)  充電站  96號( 241, 950)  充電站  97號( 633, 958)  充電站  98號(   8, 978)  充電站  99號( 753, 992)  充電站 100號( 958, 997)

電動車   1號( 514,   0)                   489.050                  492.260                   94.726                  115.871                   57.035                   77.897                  237.200                  317.517                   72.801                  165.529                  473.803                  141.820                  227.976                  375.713                  315.869                  348.080                  305.473                  269.898                  267.486                  205.117                  458.455                  238.673                  449.230                  458.904                  360.035                  386.939                  425.174                  567.101                  362.064                  345.419                  274.811                  441.426                  475.933                  271.118                  315.572                  536.479                  325.161                  537.331                  344.907                  320.225                  387.012                  572.965                  582.663                  429.001                  430.680                  489.254                  484.489                  589.756                  661.906                  625.186                  595.262                  479.009                  661.381                  611.721                  657.371                  671.555                  568.241                  615.410                  650.315                  560.454                  561.324                  633.001                  585.031                  748.618                  639.941                  636.523                  711.961                  733.090                  694.508                  694.741                  696.455                  835.661                  750.586                  701.001                  785.178                  750.846                  776.958                  722.277                  751.636                  807.428                  886.021                  799.525                  857.303                  841.314                  957.823                  859.996                  930.231                  901.823                  879.328                  911.939                  889.139                  933.295                  983.794                 1001.106                  984.928                  988.448                  965.363                 1101.145                 1020.385                 1091.396
電動車   2號( 521,   3)                   496.016                  499.169                  101.119                  121.078                   54.745                   80.660                  229.682                  310.060                   72.236                  157.943                  466.400                  134.466                  232.648                  368.133                  321.286                  353.624                  310.522                  274.235                  260.048                  198.346                  464.010                  231.467                  441.617                  463.764                  363.985                  379.473                  429.606                  572.114                  365.042                  348.000                  269.765                  434.010                  480.135                  267.172                  316.765                  541.040                  319.024                  541.765                  338.427                  319.953                  380.757                  565.672                  575.613                  426.075                  427.126                  483.451                  484.314                  591.921                  664.862                  627.692                  597.214                  476.017                  654.395                  613.325                  650.628                  664.771                  563.028                  616.208                  644.057                  558.506                  557.621                  627.331                  582.001                  742.055                  638.045                  634.054                  711.846                  733.098                  690.763                  692.521                  693.951                  829.308                  750.409                  698.046                  779.524                  746.006                  771.566                  719.507                  749.889                  807.219                  886.995                  798.214                  857.359                  836.167                  958.902                  856.096                  924.790                  900.739                  876.548                  910.781                  885.815                  928.669                  978.605                  995.699                  979.772                  987.527                  961.545                 1101.723                 1015.847                 1085.820
電動車   3號( 488,   8)                   463.001                  466.069                   67.742                   89.006                   54.562                   56.356                  260.837                  341.621                   62.290                  185.699                  498.230                  159.013                  201.517                  398.362                  288.772                  320.930                  278.614                  243.813                  284.860                  217.175                  431.297                  253.805                  469.847                  432.177                  334.426                  404.408                  398.900                  540.237                  338.104                  322.270                  277.000                  458.184                  449.929                  268.494                  295.706                  510.037                  332.701                  511.031                  354.408                  304.401                  395.032                  588.249                  595.762                  421.742                  425.837                  494.527                  468.028                  567.281                  637.824                  601.984                  573.248                  471.892                  673.903                  590.486                  668.106                  682.567                  570.398                  596.156                  657.946                  549.466                  556.838                  637.377                  577.887                  758.075                  628.688                  627.258                  695.115                  715.883                  690.036                  684.547                  687.263                  843.736                  733.894                  693.451                  789.345                  751.043                  779.787                  714.025                  739.790                  790.797                  866.193                  786.230                  839.903                  842.896                  937.713                  856.029                  933.215                  887.757                  871.002                  898.098                  882.860                  932.405                  985.500                 1003.881                  986.477                  973.844                  961.002                 1082.266                 1019.059                 1094.998
電動車   4號( 127,   9)                   102.020                  105.233                  294.138                  284.823                  387.981                  338.565                  618.943                  700.164                  372.035                  537.448                  856.946                  505.059                  215.724                  752.363                  143.934                  128.413                  167.093                  210.640                  622.367                  539.690                  156.042                  584.572                  814.902                  203.983                  224.555                  736.570                  215.455                  268.794                  275.536                  290.227                  538.124                  784.572                  255.159                  500.265                  341.883                  272.800                  616.292                  281.114                  646.957                  400.382                  673.766                  901.162                  893.999                  570.435                  597.516                  742.720                  489.351                  447.189                  461.279                  456.124                  462.572                  610.737                  964.782                  493.315                  945.943                  961.852                  784.622                  537.587                  911.832                  627.373                  708.594                  865.120                  697.298                 1021.701                  689.366                  713.810                  661.968                  673.615                  825.177                  751.232                  766.525                 1091.993                  697.884                  792.376                 1004.855                  930.334                  983.139                  801.909                  777.139                  748.798                  758.377                  797.339                  779.418                 1029.990                  818.160                  982.174                 1129.618                  877.165                  942.692                  890.053                  979.421                 1088.203                 1166.336                 1194.968                 1165.611                  947.880                 1075.471                  976.280                 1165.403                 1291.009
電動車   5號( 686,  55)                   662.741                  665.144                  267.571                  277.065                  174.011                  224.020                   58.078                  139.291                  192.585                   34.713                  296.057                   68.000                  374.518                  195.133                  469.248                  502.487                  453.754                  409.246                  110.073                  109.563                  610.917                  104.173                  270.897                  599.908                  488.895                  220.239                  559.804                  708.783                  474.305                  451.691                  221.165                  276.210                  605.231                  250.060                  399.205                  670.732                  224.056                  669.310                  227.728                  375.075                  274.243                  411.300                  430.726                  412.074                  397.281                  385.004                  527.842                  677.434                  763.521                  718.722                  678.492                  456.439                  510.602                  687.346                  515.414                  527.902                  478.653                  673.956                  525.024                  559.017                  515.102                  527.004                  555.388                  611.341                  636.270                  618.915                  747.493                  770.820                  641.774                  681.199                  675.788                  704.049                  783.679                  668.764                  675.966                  666.263                  675.740                  694.084                  747.930                  838.430                  941.945                  805.034                  893.291                  746.006                 1014.945                  798.895                  825.010                  910.545                  846.990                  918.726                  842.626                  851.118                  885.138                  896.002                  887.183                  999.525                  904.554                 1145.257                  939.392                  980.484
電動車   6號( 321,  80)                   304.869                  305.773                  117.661                   93.301                  192.380                  142.706                  423.572                  504.254                  173.289                  339.006                  660.000                  305.080                   33.377                  552.048                  106.977                  139.474                   97.637                   74.243                  417.787                  333.997                  249.820                  379.318                  610.627                  251.436                  164.402                  530.533                  221.382                  358.766                  185.162                  179.513                  334.550                  578.067                  273.980                  300.167                  191.063                  330.728                  411.340                  332.605                  441.418                  234.438                  470.116                  695.024                  689.322                  398.328                  418.524                  545.910                  371.345                  417.297                  474.220                  445.569                  426.758                  444.541                  761.514                  449.672                  744.931                  760.658                  597.753                  470.635                  715.891                  488.723                  541.295                  675.643                  542.795                  824.335                  561.792                  574.653                  584.702                  602.224                  667.895                  622.866                  632.558                  899.113                  623.549                  650.004                  820.975                  757.916                  803.010                  664.901                  664.387                  679.548                  730.576                  699.121                  722.120                  856.180                  799.252                  831.916                  953.594                  792.864                  816.677                  804.597                  842.323                  927.147                  996.398                 1021.494                  996.310                  873.670                  931.788                  950.985                 1009.142                 1116.538
電動車   7號( 808,  91)                   787.493                  789.570                  393.825                  401.204                  297.946                  347.570                   72.007                   31.906                  314.701                  148.570                  173.349                  182.044                  492.492                   68.007                  587.621                  620.775                  570.548                  523.895                   99.358                  174.929                  727.186                  134.462                  149.683                  711.366                  597.383                  130.419                  669.149                  819.186                  576.240                  551.928                  265.680                  180.953                  711.357                  308.769                  492.306                  778.106                  226.877                  775.631                  211.981                  456.637                  251.525                  312.237                  343.198                  448.630                  424.005                  353.825                  592.825                  761.215                  852.916                  804.673                  759.845                  485.000                  421.001                  764.281                  435.440                  445.584                  452.519                  741.610                  462.050                  594.710                  521.898                  482.648                  571.822                  532.843                  666.564                  640.453                  799.051                  823.077                  636.417                  702.820                  692.630                  628.590                  832.676                  677.588                  622.101                  634.194                  629.003                  704.810                  773.886                  884.684                 1001.677                  835.476                  941.473                  702.120                 1074.226                  781.313                  770.580                  940.498                  849.746                  947.192                  834.991                  815.361                  835.007                  840.209                  837.774                 1029.257                  884.485                 1194.474                  902.677                  918.333
電動車   8號( 534,  97)                   516.896                  518.368                  137.877                  133.899                   45.651                   81.884                  213.591                  292.865                   48.260                  127.424                  447.323                   92.542                  218.586                  338.427                  313.704                  346.902                  297.188                  251.813                  206.320                  127.059                  454.251                  169.729                  398.529                  442.215                  331.581                  322.932                  402.244                  551.091                  319.651                  298.283                  177.003                  373.888                  448.269                  172.285                  252.604                  513.386                  233.951                  512.191                  257.402                  242.143                  296.427                  499.300                  502.582                  332.663                  332.488                  394.462                  405.123                  533.026                  614.216                  572.198                  536.034                  382.378                  579.581                  548.504                  571.454                  586.212                  470.558                  543.924                  558.693                  468.367                  462.820                  537.194                  488.201                  660.038                  547.989                  541.793                  631.932                  654.003                  595.928                  601.082                  601.522                  744.635                  669.938                  604.365                  689.163                  652.210                  679.789                  626.279                  660.342                  726.375                  815.054                  710.721                  778.267                  743.328                  887.668                  761.206                  833.194                  814.325                  783.237                  823.957                  791.395                  834.382                  885.894                  903.916                  886.939                  901.919                  866.673                 1026.078                  921.404                  994.875
電動車   9號( 547, 103)                   530.754                  532.160                  151.990                  148.189                   57.801                   96.177                  202.074                  280.722                   62.434                  115.732                  434.609                   80.604                  231.216                  325.186                  326.345                  359.502                  309.458                  263.532                  192.169                  112.770                  466.374                  155.438                  384.513                  453.300                  341.844                  308.629                  412.826                  562.027                  328.274                  306.366                  166.688                  359.573                  458.216                  165.194                  258.380                  523.679                  221.206                  522.269                  244.076                  244.610                  283.641                  485.124                  488.723                  327.768                  326.038                  382.786                  406.453                  538.756                  621.233                  578.468                  541.325                  377.195                  565.874                  553.046                  558.144                  572.842                  460.213                  546.805                  546.265                  465.430                  455.861                  525.924                  482.756                  647.105                  545.004                  537.543                  632.652                  654.939                  588.800                  597.301                  597.116                  732.134                  670.452                  598.966                  678.001                  642.720                  669.156                  621.265                  657.514                  726.726                  817.707                  708.763                  779.092                  733.215                  890.434                  753.696                  822.503                  812.730                  778.091                  822.198                  785.092                  825.350                  875.721                  893.309                  876.832                  900.580                  859.314                 1027.690                  912.555                  983.950
電動車  10號( 561, 114)                   546.576                  547.837                  169.753                  165.315                   75.166                  113.741                  191.377                  268.693                   80.156                  105.342                  421.374                   70.385                  245.002                  311.000                  340.024                  373.086                  322.560                  275.862                  175.847                   95.258                  479.118                  138.514                  368.506                  464.457                  351.920                  291.563                  423.275                  572.892                  336.091                  313.498                  151.921                  342.184                  467.706                  154.117                  262.619                  533.619                  204.022                  531.897                  226.491                  244.698                  266.400                  467.395                  470.924                  318.636                  315.129                  366.412                  404.654                  542.407                  626.534                  582.800                  544.399                  367.642                  548.106                  555.133                  540.542                  555.209                  445.040                  546.773                  529.241                  458.373                  444.221                  509.868                  472.781                  629.721                  537.812                  528.888                  629.851                  652.388                  576.888                  589.143                  588.239                  715.042                  667.372                  588.959                  662.012                  628.325                  653.652                  611.680                  650.429                  723.412                  817.213                  702.676                  776.336                  718.190                  890.056                  741.312                  806.923                  807.027                  768.288                  816.297                  774.003                  811.372                  860.619                  877.798                  861.792                  895.151                  847.066                 1025.819                  898.748                  968.142
